italian_name,n_sources,sources,latin_names
"medica , lumia expers me dullae",1,targioni_1858,CITRUS Lumia del Sale. Lumiadi S. Do menico
"medica , lumia fructu in acumen fastigiato",1,targioni_1858,CITRUS Lumia di Gerusalemme . t
"medica , lumia fructu oblongo in papillam desinente",1,targioni_1858,CITRUS Lumia di Patrasso
"medica , lumia galliche",1,targioni_1858,CITRUS Lumia coronata
"medica , tuberosa",1,targioni_1858,CITRUS Pomo assirio. Pomo d’Adamo
"medica ,• limon calaber fructo minimo rotundo angustioribusetbrevioribus fo- liis",1,targioni_1858,CITRUS ■
"medica citrea , c treum coniferum",1,targioni_1858,CITRUS Cedro di Candia
"medica citrea , citreum acutissimi spinis fructu acuminato",1,targioni_1858,CITRUS Cedrangole . Cedrato. Cedro. Ce- derno. Cedri. Citrani
"medica citrea , citreum asperum amygdalinum",1,targioni_1858,CITRUS Cedro di S. Benedetto
"medica citrea , citreum cucurbitinum vulgare",1,targioni_1858,CITRUS Cedro col picciolo . Cedro giudaico
medica di fior giallo,1,targioni_1858,MEDICAGO falcata
medica lima,1,targioni_1858,CITRUS Castello. Lima romana . *
medica limon,1,targioni_1858,"CITRUS Limone racemoso romano. Limone stria- to poppino, con poca scorza"
"medica limon , dulci medulia",1,targioni_1858,CITRUS Limone Zucchetta imperiale
"medica limon , limonia malus dulcis",1,targioni_1858,CITRUS Limone di Genova
"medica limon , limonia malus major dulcis",1,targioni_1858,CITRUS Pina dolce. Tettina
"medica limon , limonia malus ponzina reginorum",1,targioni_1858,CITRUS Limon dolce di Lisbona. Li- mon dolce volgare
"medica limon , per ""tea",1,targioni_1858,CITRUS Limon- cino acre di Portogallo
medica limon salernitana1: primus et alter,1,targioni_1858,CITRUS -Limone sbardonio
"medica limon, limonia malus minor dulcis",1,targioni_1858,CITRUS Limon dolce maggiore
"medica limon, limonia malus ponzina neapolitana",1,targioni_1858,CITRUS Limon Poncino di Reggio
"medica limon, limonium romanum",1,targioni_1858,CITRUS Poncino di Napoli
"medica, ballotina",1,targioni_1858,CITRUS Pompeimo
"medica, bergamottum",1,targioni_1858,CITRUS Limone Ballottino
"medica, citreum digitatimi , seu multiforme",1,targioni_1858,"CITRUS Mazzaconc . medica , Citreum crctense proliferum"
"medica, citreum florentinum papillosum",1,targioni_1858,CITRUS Cedro a forma d’ uovo
"medica, citreum proliferum",1,targioni_1858,CITRUS Cedro genovese ordi- nario
"medica, citreum vulgare",1,targioni_1858,CITRUS Cedro del lago. Ce- dro di Salò
"medica, liinon bergamotto",1,targioni_1858,CITRUS Limone Barberino
"medica, liinon citratus sylvestris",1,targioni_1858,CITRUS Limon Cedrato
"medica, limon",1,targioni_1858,CITRUS Lumia . Lumia di Valenza
"medica, limon a rivo, sire rio",1,targioni_1858,CITRUS Limone
"medica, limon amalphinus",1,targioni_1858,CITRUS Limoncello di Na- poli
"medica, limon barherinus fructu oblongo et rugo- so",1,targioni_1858,CITRUS Limone Barbadoro
"medica, limon bergamotti monstruosi",1,targioni_1858,CITRUS Bergamotto di frutto rotondo
"medica, limon bergamotto della gran sorte",1,targioni_1858,CITRUS Bergamotto in forma di Pero
"medica, limon cajctanos",1,targioni_1858,CITRUS Liinon Bergamotto monstruoso
"medica, limon callosum",1,targioni_1858,CITRUS Limone Cedrato
"medica, limon constantinopolitanus fructu rotun- do in papillam desinente",1,targioni_1858,CITRUS Limon Cedrato salvatico
"medica, limon cornagif",1,targioni_1858,CITRUS Limone Bizzanrino
"medica, limon costatus vulgatior",1,targioni_1858,CITRUS Limone della costa grosso
"medica, limon cucumer",1,targioni_1858,CITRUS Limone a costa volgare
"medica, limon dulci medulla crasso calyce et quin- quifido",1,targioni_1858,CITRUS Lima dolce di Spa- gna
"medica, limon dulcis",1,targioni_1858,CITRUS Li- mon dolce di Lisbona; CITRUS Limone Ceresco
"medica, limon fructu striato acri medulla , et sulfurei colori»",1,targioni_1858,CITRUS Limone stellato e roseo . •
"medica, limon laurae",1,targioni_1858,CITRUS Limone incomparabile . Limone non ha pari
"medica, limon lusitanicus dulci medulla",1,targioni_1858,CITRUS Limone Zuccarino col pigolo
"medica, limon murconato fiuetu",1,targioni_1858,CITRUS Mela rosa
"medica, limon oblongus melulla esigua subviridi",1,targioni_1858,CITRUS Limone acuminato
"medica, limon poncinus",1,targioni_1858,CITRUS Cereo
"medica, limon pseudocitrntus barberinorum",1,targioni_1858,CITRUS Limon Poncino soriano . Poncino so- riano
"medica, limon pusillus calaber tertius",1,targioni_1858,CITRUS Ce- drato falso
"medica, limon racemosus",1,targioni_1858,"CITRUS Cedro pi ri forme. Limon pero, o pi-1 riforme"
"medica, limon rosalinu",1,targioni_1858,TOMO SECONDO 35
"medica, limon rosalinua",1,targioni_1858,"CITRUS medica , Limon mucronato fructu"
"medica, limon scabiosus",1,targioni_1858,CITRUS Limone di Savona
"medica, limon snathaphora",1,targioni_1858,CITRUS Limonedi Cena
"medica, limon spineolus minor irritator appetenriae",1,targioni_1858,CITRUS Limone di Reg- gio
"medica, limon stellatutn et roseum",1,targioni_1858,CITRUS Limone spatafora che ha figura di Pero Ferr
"medica, limon striatus",1,targioni_1858,CITRUS Limone stellato e roseo
"medica, limon striatus vulgatior",1,targioni_1858,CITRUS Liirutne Perettone
"medica, limon utrinque acuminatus spinosus",1,targioni_1858,TOMO SECONDO 36
"medica, limon vulgo pusilla pila",1,targioni_1858,CITRUS Limone scannellato
"medica, lumia vulgaris fructu rotundo sapido folio in circularem oram fastigiato",1,targioni_1858,CITRUS Limenata
"medica, pomum assyrium",1,targioni_1858,CITRUS Pomo d’ Adamo romano
"medica,limon costatus",1,targioni_1858,CITRUS Limone della Cornacchiana
"medil a, limon ballotintm hysnanicus",1,targioni_1858,CITRUS Limone agastarolo
medio,1,matthioli_1568,HELLENIA alba. w
mediterranea,1,targioni_1858,EQUISETUM Scopa
medulla e,1,matthioli_1568,
"mejica, lumia fructu ad pediculum coronato",1,targioni_1858,CITRUS Lumia lunga
mela,1,targioni_1858,"PYRI mali, vauietas"
melacciola,1,targioni_1858,EQUISETUM foetidum
melacitola,1,targioni_1858,MELISSA officinalis
melagran- cia,1,targioni_1858,CITRI aurantii fructus
melagrana di mezzo sapore,1,targioni_1858,PUNICA Granatum medi» quasi sapori*
melagrana vajana,1,targioni_1858,PUNICA Granatum medi» quasi sapori*
melagrane forte,1,targioni_1858,"PUNICA Granatum , quae malum granatum fert"
melagrano,1,targioni_1858,PUNIC A Granatum
melancholicus,1,targioni_1858,AMARANTHUS Blito maggiogiore. Code. Codole . Di- scipline
melangohi,1,targioni_1858,CITRUS aurantiunv
melano,1,targioni_1858,"FICI Martigiano, forse S. Maria"
melanteria,1,matthioli_1568,VIBURNUM Lantana
melanthiojouer githjouer nigella,1,matthioli_1568,VIBURNUM Lantana
melanzana,1,targioni_1858,SOLANUM Melongena
melarancia,1,targioni_1858,CITRI aurantii fructus
melarancio,1,targioni_1858,CITRUS aurantiunv
mele insane,1,targioni_1858,SOLANUM Melongena
mele terrestri,1,targioni_1858,"ATROPAE Mandragole , fructus"
meleagris,1,targioni_1858,FRITILLARIA Corona imperiale
melese,1,targioni_1858,PYRI Martin secco
melianto,1,targioni_1858,MELIANTHUS major. Melianthus minor
"melica , limon striatus digitatus et distortus",1,targioni_1858,CITRUS Cetriolo
"melica, limon olyssiponensts frucru acri",1,targioni_1858,CITRUS Linone di Patrasso
"melilothus oflicinalis, fl albo",1,targioni_1858,TRIFOLHJM Erba vetturina. Ghirlandetta di campagna. Loto do- mestico . Lupinella. Meliloto . Melliloto . Sertula campana. Triboli. Tribolo. Trifoglio odorato. Tri- foglio cavallino.Trifuli.Tvipuli . Tritoli. Zolfaccio
"melilothus, coerulea",1,targioni_1858,TRIFOLHJM Trifoglio rosso
"melilothus, italica",1,targioni_1858,TRIFOLHJM Balsamo . Loto salvatico
"melilothus, oflicinalis",1,targioni_1858,TRIFOLHJM Tribolo a foglia grande
meliloto falso,1,targioni_1858,ASTR AGALUS - hamosus
melissa costantinopolitana.mo- lucra,1,targioni_1858,MOLUCCELL A laevis
"mellita, gr dulcia mala '",1,matthioli_1568,
mellone ?,1,targioni_1858,CÙCUMIS anguinus
melo,1,targioni_1858,CÙCUMIS Cocomeri lunghi. Cocomero torto . Mel- lone. Popone a serpe. Popone serpentino . Popone trombetto
"melo , cortice tuberoso",1,targioni_1858,CÙCUMIS Zatta moscadella di gambo grosso
"melo , dense sulcatus pulpa alba moschata",1,targioni_1858,CÙCUMIS Popone arancino lun- go •
"melo , hybernus oblongu»",1,targioni_1858,CÙCUMIS Popone vernino
"melo , hybernus pulpa candida",1,targioni_1858,CÙCUMIS Pppone vernino lungo
"melo, cortice et pediculo tuberoso",1,targioni_1858,CÙCUMIS Melone
"melo, cortice verrucoso carne alba",1,targioni_1858,CÙCUMIS Zatta
"melo, dense sulcatus",1,targioni_1858,CÙCUMIS Zatta bianca
"melo, fructu depresso, carne alba",1,targioni_1858,CÙCUMIS Popone arancino moscadello . Popone moscadello
"melo, hybernus",1,targioni_1858,CÙCUMIS Spagna
"melo, hybernus pulpa lutea",1,targioni_1858,CÙCUMIS Spagna di polpa bianca
"melo, ruberosus",1,targioni_1858,CÙCUMIS Zarta arancina
"melo, tuberosus carne alba moschata",1,targioni_1858,CÙCUMIS Zatta di midolla ceciata. Zatta di fiore grandissimo. *
"melo,dense sulcatus oblongus",1,targioni_1858,CÙCUMIS Popone arancino
melone,1,targioni_1858,"CÙCUMIS Melo , verus"
melopepo,1,targioni_1858,CUCURBITA Zucca a tromba
"melopepo , maximus carne flava",1,targioni_1858,CUCURBITA Zucca da inverno. Zucca gialla . Zucca popona . Zucca sussi . Zucca vernina
melopepo carne alba,1,targioni_1858,CUCURBITA Zucca a violino. Zucca dal collo torto . Zucca di chiozza
"melopepo, bieorporea car",1,targioni_1858,CUCURBITA Zucca
"melopepo, carne crocea",1,targioni_1858,CUCURBITA Zucca bianca. Zucca fiatala
men- ' ta romana,1,targioni_1858,MENTHA MENTITA. Pulegium
menoiaa oicimua q,1,clavis_sanationis_1290,
menta,1,matthioli_1568,MENTHA gentilis
menta cedrata,1,targioni_1858,MENTHA gentilis
menta crespa,1,targioni_1858,MENTHA crispa
menta pepe,1,targioni_1858,MENTHA piperita
menta rossa,1,targioni_1858,MONARDA fistolosa
menta salvatica,1,targioni_1858,MENTHA MENTITA. Pulegium
mentha pulegium,1,targioni_1858,MENTA GRECA Balsamita suaveolens Pers
mentuccia,1,targioni_1858,MENTHA MENTITA. Pulegium
mer- curiale,1,targioni_1858,MENTHA Trifoglio fìbrino. Trifoglio palustre . mercuriaLis annua
mercorella,1,targioni_1858,MENTHA Trifoglio fìbrino. Trifoglio palustre . mercuriaLis annua
mercorella bastarda,1,targioni_1858,MENTHA perennis
mercuriale canina,1,targioni_1858,MENTHA perennis
mercuriella,1,targioni_1858,MENTHA Trifoglio fìbrino. Trifoglio palustre . mercuriaLis annua
meringà.l,1,targioni_1858,GUIL ANDINA Bonduc indiano. Niccheri
merlo,1,targioni_1858,"JUGLANDIS regiae , corte* fructus"
mescolo,1,targioni_1858,HYPNUM Hypnum proliferum. i.Hypnum sericeum . L
metel,1,targioni_1858,DATURA Stramonio spinoso
meum,1,targioni_1858,ATHAMANTA Dauco eretico. Dauco primo
mezereum,1,targioni_1858,DAPHNE Erba cacona. Laureola. Olivelia . Pepe montano . di- vella . *
mezzettone,1,targioni_1858,CUCUB ALUS Behen
miagro,1,targioni_1858,CAMELLINA satira; MYAGRUM sativum . L
mich,1,targioni_1858,ARANCIO ACRE Aurantium sylvestre . J. B
miglio,1,matthioli_1568,
"miliaceuin, semine albo",1,targioni_1858,PANICUM Miglio
miliaceum,1,targioni_1858,PANICUM ■
"miliaceum , semine nigro",1,targioni_1858,PANICUM Miglio bianco
millefillo,1,targioni_1858,MYRIOPHYLLUM spicatum
millefolium,1,targioni_1858,ACHILLAEA Millefoglie
mimico,1,targioni_1858,CHENOPODIUM GHEMOPODTUMafithelminticum
minima 'minot,1,targioni_1858,ERRORI 195 ZUCCHINI da Tabacco
minor,1,targioni_1858,VIBURNUM Vinihia. Viola da Morto
minus,1,targioni_1858,TROPAEOLUM Astuzie . Cappuccina . Cappuccine. Cardamindo. Fior chiodi. Fior d’ astuzia. Fratini . Gemmini. Nasturzio d’india . Nasturzio indiano
mirabolani citrini,1,targioni_1858,MYRISTICAE Chebula . Mirabolani chebuli . Mi robalani chebuli
mirabolani indi,1,targioni_1858,MYRISTICAE indica
mirice,1,targioni_1858,TAMARIX gallica
mirobalani citrini,1,targioni_1858,MYRISTICAE Chebula . Mirabolani chebuli . Mi robalani chebuli
mirobalani indi,1,targioni_1858,MYRISTICAE indica
mirra,1,targioni_1858,MYRRHA officinarum. Murr
mirrha,1,matthioli_1568,
mirrhide,1,matthioli_1568,PYRI Danese; VIBURNUM Opulus
mirride,1,targioni_1858,CHARA 1 sylvestre; CHARA CHAEROPHY’LLUM aromaticum
mirride salvatica,1,targioni_1858,CHARA 1 sylvestre
mirtillo,1,targioni_1858,"MYRTI communis, fructus"
mirto,1,matthioli_1568,"MYRTUS communis , laurifolia , sivc boetica"
mirto esotica,1,targioni_1858,"MYRTUS communis , laurifolia , sivc boetica"
misi,1,targioni_1858,LYCIUM tuber a
mituli,1,matthioli_1568,
miu,1,targioni_1858,BRASSICA Cavol rapa pavo- nazzo
"miuepedte,afeuitmultiped<e",1,matthioli_1568,
mnjalis,1,targioni_1858,CONVALLARIA Mughetto salvatilo. Sigillo di. Salomone
moccieaglia,1,targioni_1858,SPU MARIA Mucilago
moco,1,targioni_1858,ERVUM Ervilia . L
"moglie buci, o moglie duci",1,targioni_1858,"PYRI Gianni, o Messer Giovanni"
moli,1,matthioli_1568,THYMUS Serpillum
"molibdena,ouero piombaggine",1,matthioli_1568,PYRI Danese; VIBURNUM Opulus
molle,1,targioni_1858,GERANIUM Gl'ilari a . Gruina . Rostrum Gruis
"molo , subvernuosus",1,targioni_1858,CÙCUMIS Popone di Spagnai bianco . *
moluccelli laevis,1,targioni_1858,MELISSA lst. ojf. Cr.v.Melissa officinalis
monaca dolce che spierà,1,targioni_1858,PRUNI S. Monaca
monaca mezzana,1,targioni_1858,"PYRI Monaca , o Comare maggiore"
monacella,1,targioni_1858,HÈLVELA Monacella
monacos,1,targioni_1858,NICOLI ANA rustica
monantha,1,targioni_1858,VIBURNUM Lauro salvatico . Lauro Ti
monarda,1,targioni_1858,MONARDA fistolosa
monense,1,targioni_1858,SISYMBRIUM Senapac-cia selvatica
monina,1,targioni_1858,VITIS Inganna cane o Ca- Mostajone del Lapi
monspelien^is,1,targioni_1858,CISTUS Ci^to maschio . Cisto rosso
montana,1,targioni_1858,CENT «a . Fior d’aliso . Fioraliso
monti,1,targioni_1858,CYPERUS Cipero . Cipero lungo. Cipero odorato. Cippero . Cippero lungo . Cun- zia . Erba padulina . Giunco odorato . Giunco quadrellato. Giunco quadrello . Qua- drelli . Scialino quadrettato
mora,1,targioni_1858,"MORI albae, et nigrae,fructus"
mora di mora pavonazza mich,1,targioni_1858,MORUS Mich
mora dolce,1,targioni_1858,PYRI Mora
morajo10,1,targioni_1858,VITIS Greco lungo picco- Montepulciano
morajola tonda,1,targioni_1858,OLEAE Mo- rajola d’altra specie
morajolo di foglie corte e di frutto quasi tondo,1,targioni_1858,OLEAE Lauri no
morchia grossa,1,targioni_1858,OLEAE Morchia del podere del Pucci
morchiajo,1,targioni_1858,OLEAE Morajo del podere del Pucci
more,1,targioni_1858,"MORI albae, et nigrae,fructus; MORUS More bianche di MORUS nigra , fructu nigro/* foglie intere , chiamate ro"
more campagnole,1,targioni_1858,"RUBI caesii, fructus"
more di macchia,1,targioni_1858,"RUBI caesii, fructus"
more di pruno,1,targioni_1858,"RUBI caesii, fructus"
more di rogo,1,targioni_1858,"RUBI caesii, fructus"
more grosse intera,1,targioni_1858,MORUS More di foglie intere chia- ri
more nere di foglia mate romane,1,targioni_1858,MORUS More di foglie intere chia- ri
more prugnole,1,targioni_1858,"RUBI caesii, fructus"
more rosse,1,targioni_1858,MORUS More rosse . niatis; MORUS Moro bianco di ri; MORUS foliis integris; MORUS rubra
morea,1,targioni_1858,MORAEA chinensis
morfina,1,matthioli_1568,
morgiano,1,targioni_1858,VITIS Greco moscadello gros la
moro,1,targioni_1858,"MORUS More bianche di MORUS nigra , fructu nigro/* foglie intere , chiamate ro; MORUS alba"
moro bianca a disciplina,1,targioni_1858,"MORUS alba, sativa mas"
moro bianche,1,targioni_1858,MORUS More di foglie intere chia- ri
moro bianco,1,targioni_1858,MORUS alba
moro bianco di bianca a foggia di gramifoglia arancina,1,targioni_1858,"MORUS alba, sativa mas"
moro bianco ro,1,targioni_1858,"MORUS alba, fructu minori foliis fiorajo . integris"
moro della china,1,targioni_1858,BROUSSONETTIA pacifera
moro delle gine- la,1,targioni_1858,VITIS Gril- ghiari
moro di mora mo- spagnolo nero,1,targioni_1858,MORUS More di foglie intere chia- ri
moro di mora moscadella pavonazza,1,targioni_1858,"MORUS alba , laciniata foemina Mich. Moro spagno- lo . alba vel nigra, fructu subpurpureo H. Cath"
moro d’annon moscadella,1,targioni_1858,VITIS Moro
moro mano,1,targioni_1858,MORUS rubra
moro mo,1,targioni_1858,MORUS More di foglie intere chia- ri
moro napoletano,1,targioni_1858,MORUS Mo glaucus
moro nero,1,targioni_1858,"MORUS More bianche di MORUS nigra , fructu nigro/* foglie intere , chiamate ro; MORUS More di foglie intere chia- ri; MORUS nigra mas"
moro nero feni-ì damo,1,targioni_1858,MORUS Muffa gialla della arancino. Moro nero colle! Vallonea . more. Moro nero di foglia ! MUSA paradisiaca
"moro papirifero, foliis integris",1,targioni_1858,MORUS Moro della
moro ro- intagliata,1,targioni_1858,"MORUS alia , fructu minori albo, More. More nere di foglia foliis integris"
"morone sbracato , o ci",1,targioni_1858,VITIS Grossa rossa del Puc- stre
morso di rana,1,targioni_1858,HYDROCARIS Morsus rar.ae
mortella di foglia brizzolata,1,targioni_1858,"MYRTUS - communis , foliis variegati"
morus alba sylvestris foemina,1,targioni_1858,MORO NERO v. Morus nigra
moscada,1,targioni_1858,AMYGDALI Mela
moscadella,1,targioni_1858,PRUNI Martellina
moscadella bastarda,1,targioni_1858,PYRI Montacchiese
moscadella di monre,1,targioni_1858,PYRI Corsica
moscadella france- se,1,targioni_1858,AMYGDALI moscadella che spicca minima
moscadella francese,1,targioni_1858,"PRUNI Mo- scada , o Moscadella"
moscadella nera,1,targioni_1858,VITIS Lacrima di Napoli ca^
moscadella salvatica,1,targioni_1858,SALVIA clandestina
moscadella vene- ziana,1,targioni_1858,PYRI Moscadella di montecchi
moscadellona,1,targioni_1858,PRUNI Albizzi; PYRI Moscadellina tonda
moscadellona settembrina,1,targioni_1858,PYRI Mo- scadellona agostina
moscado rossa di e serrati,1,targioni_1858,VITIS Moscado nero noAgoitina di grappoli minori strale
moschara,1,targioni_1858,CENT Ciano maggiore
moschatj},1,targioni_1858,MYRIOPHYLLUM N oce moscada salvatica
moschatum,1,targioni_1858,EQUISETUM Gruina . Rostrum gruis; GERANIUM '
mosco pissidato,1,targioni_1858,LICHEN Cocciferus
mostaja,1,targioni_1858,VITIS Lugliola mosca- Candia
mote nere,1,targioni_1858,"MORUS More bianche di MORUS nigra , fructu nigro/* foglie intere , chiamate ro"
motopium,1,targioni_1858,RHUS Ca pecchio. •
mozze,1,matthioli_1568,
mtirr,1,targioni_1858,MYRISTICAE - Mirabolani bellirici . Mirobalani beilirici
mu- gherino di goa,1,targioni_1858,"NYCTANTHES Sanabile, fl pieno"
mu- gherino scempio,1,targioni_1858,NYCTANTHES Sambac.Z
mucedo,1,targioni_1858,MORUS Moro salvatico fiorajo
muchi,1,targioni_1858,ERVUM Ervilia . L
muffa,1,targioni_1858,MORUS Moro spagnolo fioraio. MUCOR cespitosus
muffa arancino,1,targioni_1858,"MORUS alba, sativa mas"
muffa bianca,1,targioni_1858,MORUS crustaceus
muffa turchina ro fiorajo,1,targioni_1858,MORUS Mo glaucus
mugarino,1,targioni_1858,NYCTANTHES Sambac.Z
mugherino,1,targioni_1858,NYCTANTHES Sambac.Z
mugherino del ma la bar,1,targioni_1858,NYCTANTHES pulcherrima
mugherino di castello,1,targioni_1858,"MOGORIUM Goaense . Zucc; NYCTANTHES Sanabile, fl pieno"
mughetto salvatico,1,targioni_1858,CONVALLARIA Polygonatum
muglievino doppio,1,targioni_1858,"NYCTANTHES Sanabile, fl pieno"
mugos,1,targioni_1858,"PINUS Pinastro . Pino chiappino. Pino marino, o marittimo. Pino salvatico"
mullaghera,1,targioni_1858,LATHYRUS Aphaca; LOTUS corniculatus
mulo pefee,1,matthioli_1568,
multifida,1,targioni_1858,POTENTILLA Argentina
multiflora,1,targioni_1858,"CONVALLARIA Mu ghetto doppio; ROSA Rosa di due colori . - maxima . Desf. Rosa d’Olanda . - moschata simplex , et flore pieno"
multiflorus,1,targioni_1858,PHASEOLUS Fagiolo a sciabola. Fagiolo rampichino a sciabola
multillorus,1,targioni_1858,IISLI Gerico . Sole . Sole indiano
multisiliquosa,1,targioni_1858,HIERACIUM Sferra cavallo
mungos,1,targioni_1858,PHASEOLUS Caracollo a fiore sussi. Fagiolo a fiore sussi
murale,1,targioni_1858,"SISYMBRIUM Erba , et Herba carpentorum . Ruchetta salvatica"
murali»,1,targioni_1858,BRASSTCA Ruchetta ortense . Rucola
muricatus,1,targioni_1858,RANUNCULUS Stroscione
murr,1,targioni_1858,MYRISTICAE indica
"musa, mina",1,targioni_1858,MORUS Muffa gialla della arancino. Moro nero colle! Vallonea . more. Moro nero di foglia ! MUSA paradisiaca
muscari,1,targioni_1858,HYACTNTHUS Giacinto ciparissio
muscarius,1,targioni_1858,AGARICUS Mugnajo cattivo. Mugnajo
muschio,1,targioni_1858,HYPNUM Hypnum proliferum. i.Hypnum sericeum . L
mutabili? ? l,1,targioni_1858,BOLETUS Fungo della pietra fungaia
mutabilis,1,targioni_1858,AGARICUS Uovolo malefico . Uovolo malefico minore rosso e bianco rigato
mutis,1,targioni_1858,CINCHONA China . Chinachina . China del Perù. Chi- na di Loka . China di Loxa; CINCHONA China comune. China rossa . China: sanguigna; CINCHONA S. Lucia •
muttus,1,matthioli_1568,
"myrica,er t dmarixtgh arab",1,matthioli_1568,
myrrha,1,matthioli_1568,
"myrtus communis, tarentina",1,targioni_1858,MYRTUS Mortella di Spagna. Mortella doppia
"myxa , myxaria , er sebcficna",1,matthioli_1568,
"mèdica , citreum genuense",1,targioni_1858,CITRUS Bergnmotto
na- bianca,1,targioni_1858,"VITIS Malaga stajone, o Morone"
nana,1,targioni_1858,AMYGDALI Mandorla piccola
nannunfaro,1,targioni_1858,NYWPHAEA alba
napello,1,targioni_1858,ACONITUM Luparia . Strozza Lupo
napellus,1,targioni_1858,ACONITUM Luparia . Strozza Lupo
napoletano,1,targioni_1858,FICI Melo
"napus , sylvestris",1,targioni_1858,BRASSTCA Navone domestico
napus napus sativa ivi navone,1,targioni_1858,ERRORI Pag. ni NAP.O
"napus, saliva",1,targioni_1858,BRASSTCA Salterelli
narbonensis,1,targioni_1858,VIBURNUM Veccia seno . Legno lano . Lentag- rena . gine . Tino
narciflo,1,matthioli_1568,CUPRESSUS sempervirens. a. pyramidalis
narciso a campanelle,1,targioni_1858,LEUCOJUM aestivum
narciso doppio d’ o- landa,1,targioni_1858,"NARCISSUS odorus, fl. pieno"
narciso marino,1,targioni_1858,PANCRATIUM maritimum
narciso poetico,1,targioni_1858,NARCISSUS poecicus
narciso sanguigno,1,targioni_1858,GUMMIAMMONIACI Haemantfius puniccus
narciso superbo,1,targioni_1858,GLOBULARI [GLORIOSA superba
nardo celtico,1,targioni_1858,VALERIANA celtica
nardo montano,1,matthioli_1568,"AVENA Avena , o Vena d’Inghilterra"
nasse,1,targioni_1858,TAXUS bacchata
nasturtium,1,targioni_1858,SISYMBRIUM Ruchetta . Ruchetta salvatici. Salterelli. Sarterelli
natans,1,targioni_1858,PORTULACA Brasca
navarra lunga,1,targioni_1858,VITIS lunga nera
navarra nera,1,targioni_1858,VITIS ra tonda
navarra ronda nera d’armammolo roseo piccolo,1,targioni_1858,VITIS molo rosso primaticcio
ne- spolo appuntato con la corona aperta,1,targioni_1858,"NESPILUS germanica, fructu turbinato corona pattila"
negundo,1,targioni_1858,ACER albero lattajolo
nemorosa,1,targioni_1858,ÀNEMONE Fior stella
nenufar,1,targioni_1858,NYWPHAEA alba
nepi- tella,1,targioni_1858,MELISSA Nepeta
nepitella,1,targioni_1858,MELISSA Nepeta
nepitella salvatica,1,targioni_1858,MENTHA MENTITA. Pulegium
nepotella,1,targioni_1858,MELISSA Nepeta
nera d’animino,1,targioni_1858,VITIS Malvagia piccola lunga
nerio di fior doppio,1,targioni_1858,NERIIJM Dee
nerio giallo,1,targioni_1858,"NERIIJM odorum , fl. luteo . T. Dee"
nero,1,targioni_1858,FAMIGLIOLA morajoio ivi
nero primaticcio,1,targioni_1858,"AMARELLA Brassica olerarea, asparagoides"
nespnlina novembrina,1,targioni_1858,PYRI Napoletana d’estate
nespola,1,targioni_1858,"MESPILI gcrmanicae, fructus"
nespola appuntata con la corona grande serrata,1,targioni_1858,NESPILUS germanica ; fructu medio acutiori corona clausa
ni rio antidisenterico,1,targioni_1858,NERIIJM antidysentericum
niccolò,1,targioni_1858,PYRI S. Michele
niger,1,targioni_1858,HOLCUS Spiga ronda. Erba bozzolina; HYOSCIAMUS Jusquiamo
nigra,1,targioni_1858,CENT Ciano persico; MORUS Muffa. Muffa; POPULUS Balsamo; SALVIA Zambuco intagliato; SINAPIS Rapaccini . Rapicello salvatico. Senapini. Serafini. Se- rapino
"nigra , fructu nigro mino",1,targioni_1858,"MORUS alba, fructu albo majorr"
"nigra , rami» erectis",1,targioni_1858,POPULUS Piopua . Pioppo . Piopp < nero . Pupulo nero
nigra foemica,1,targioni_1858,MORUS M >ro nero . verde
nigro,1,targioni_1858,PAPA VER Papavero domestico . Pappatolo . Pappavero
nigrum,1,targioni_1858,SOLANUM Guinea
nil,1,targioni_1858,CONVOLVULUS Meohacanna
nilotica,1,targioni_1858,MIMOSA ■
"niloticae, gummi",1,targioni_1858,MIMOSA Japonica
nimphea,1,matthioli_1568,
ninii 1,1,targioni_1858,SIUM Ca nnella . Gargalestro . Sio
nipitella,1,targioni_1858,MELISSA Nepeta
nitida,1,targioni_1858,CINCHONA China sanguigna
nivca,1,targioni_1858,URTICA dioica
nob,1,targioni_1858,CYPERUS Stiance di Padule; DOLICHOS • Fagiolo della China bianco
nobilis,1,targioni_1858,ANTHEMIS Camomilla mezzana. Cotula fetida. Tri- bolo; LAURUS Tunchin. Coccincina . Culilavan
nobilis fructus,1,targioni_1858,LAURI Folio . Folio indo
nobis,1,targioni_1858,AMYGDALUS Pesca biancona che spicca
noc- co,1,targioni_1858,CAR EX acuta nifi . L
nocca,1,targioni_1858,CAR EX acuta nifi . L; HELLEBORUS niger
nocca da denti,1,targioni_1858,HELLEBORUS niger; HELLEBORUS viridi*
nocciuola,1,targioni_1858,CORYLUS Avellana
nocciòla,1,targioni_1858,CORYLUS Avellana
nocciòlo,1,targioni_1858,CORYLUS Avellana
nocco,1,targioni_1858,HELLEBORUS niger
noce barbuta,1,targioni_1858,CORYLUS Avellana
noce di s,1,targioni_1858,JUGLANS nigra
noce d’india,1,targioni_1858,JUGLANS nigra
noce moscada lun ga,1,targioni_1858,MYRIOPHYLLUM Pers
noce moscada maschia,1,targioni_1858,MYRIOPHYLLUM Pers
noce pnntica,1,targioni_1858,CORYLUS Avellana
nocella,1,targioni_1858,CORYLUS Avellana
nodiflorum,1,targioni_1858,SIUM Ninsin . Ninzin
